120 
50 0 0
49.9303 2.63877 0
49.7215 5.27018 0
49.374 7.8869 0
48.889 10.4816 0
48.2677 13.0472 0
47.5119 15.5763 0
46.6236 18.0621 0
45.6054 20.4975 0
44.4601 22.8758 0
43.1909 25.1903 0
41.8012 27.4346 0
40.2951 29.6024 0
38.6767 31.6878 0
36.9504 33.6848 0
35.1212 35.5879 0
33.1941 37.3919 0
31.1745 39.0916 0
29.068 40.6823 0
26.8804 42.1597 0
24.618 43.5196 0
22.2869 44.7582 0
19.8937 45.872 0
17.4451 46.858 0
14.9478 47.7133 0
12.4089 48.4357 0
9.83542 49.0231 0
7.2345 49.4739 0
4.61342 49.7867 0
1.97948 49.9608 0
-0.659979 49.9956 0
-3.2976 49.8911 0
-5.92602 49.6476 0
-8.53793 49.2656 0
-11.126 48.7464 0
-13.6831 48.0913 0
-16.2021 47.3021 0
-18.6759 46.3811 0
-21.0977 45.3309 0
-23.4606 44.1543 0
-25.7582 42.8546 0
-27.984 41.4355 0
-30.1317 39.9009 0
-32.1955 38.255 0
-34.1696 36.5026 0
-36.0484 34.6484 0
-37.8267 32.6977 0
-39.4997 30.6558 0
-41.0625 28.5285 0
-42.5109 26.3216 0
-43.8407 24.0414 0
-45.0484 21.6942 0
-46.1306 19.2865 0
-47.0841 16.8251 0
-47.9065 14.3167 0
-48.5953 11.7685 0
-49.1487 9.18748 0
-49.565 6.58083 0
-49.8433 3.95585 0
-49.9826 1.31984 0
-49.9826 -1.31984 0
-49.8433 -3.95585 0
-49.565 -6.58083 0
-49.1487 -9.18748 0
-48.5953 -11.7685 0
-47.9065 -14.3167 0
-47.0841 -16.8251 0
-46.1306 -19.2865 0
-45.0484 -21.6942 0
-43.8407 -24.0414 0
-42.5109 -26.3216 0
-41.0625 -28.5285 0
-39.4997 -30.6558 0
-37.8267 -32.6977 0
-36.0484 -34.6484 0
-34.1696 -36.5026 0
-32.1955 -38.255 0
-30.1317 -39.9009 0
-27.984 -41.4355 0
-25.7582 -42.8546 0
-23.4606 -44.1543 0
-21.0977 -45.3309 0
-18.6759 -46.3811 0
-16.2021 -47.3021 0
-13.6831 -48.0913 0
-11.126 -48.7464 0
-8.53793 -49.2656 0
-5.92602 -49.6476 0
-3.2976 -49.8911 0
-0.659979 -49.9956 0
1.97948 -49.9608 0
4.61342 -49.7867 0
7.2345 -49.4739 0
9.83542 -49.0231 0
12.4089 -48.4357 0
14.9478 -47.7133 0
17.4451 -46.858 0
19.8937 -45.872 0
22.2869 -44.7582 0
24.618 -43.5196 0
26.8804 -42.1597 0
29.068 -40.6823 0
31.1745 -39.0916 0
33.1941 -37.3919 0
35.1212 -35.5879 0
36.9504 -33.6848 0
38.6767 -31.6878 0
40.2951 -29.6024 0
41.8012 -27.4346 0
43.1909 -25.1903 0
44.4601 -22.8758 0
45.6054 -20.4975 0
46.6236 -18.0621 0
47.5119 -15.5763 0
48.2677 -13.0472 0
48.889 -10.4816 0
49.374 -7.8869 0
49.7215 -5.27018 0
49.9303 -2.63877 0
50 -1.22465e-14 0
